,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.species,notes
835,485,Dryphi_devil_LSU9683,Drymophila devillei,devillei,Drymophila devillei,Drymophila devillei,Drymophila devillei,Thamnophilidae,,
836,486,Dryphi_devil_MPEG69273,Drymophila devillei,subochracea,Drymophila devillei,Drymophila devillei,Drymophila devillei,Thamnophilidae,,
837,473,Dryphi_fernea_L37217,Drymophila ferruginea,-,Drymophila ferruginea,Drymophila ferruginea,Drymophila ferruginea,Thamnophilidae,,
838,473,Dryphi_fernea_L37217,Drymophila ferruginea,-,Drymophila ferruginea,Drymophila ferruginea,Drymophila ferruginea,Thamnophilidae,,
839,477,Dryphi_genei_FMNH432972,Drymophila genei,-,Drymophila genei,Drymophila genei,Drymophila genei,Thamnophilidae,,
840,477,Dryphi_genei_FMNH432972,Drymophila genei,-,Drymophila genei,Drymophila genei,Drymophila genei,Thamnophilidae,,
841,200012,Dryphi_hellm_IAvH994,Drymophila hellmayri,-,Drymophila hellmayri,Drymophila hellmayri,Drymophila hellmayri,Thamnophilidae,,
842,200012,Dryphi_hellm_IAvH994,Drymophila hellmayri,-,Drymophila hellmayri,Drymophila hellmayri,Drymophila hellmayri,Thamnophilidae,,
843,200013,Dryphi_klage_IAvHAMC1045,Drymophila klagesi,-,Drymophila klagesi,Drymophila klagesi,Drymophila klagesi,Thamnophilidae,,
844,200013,Dryphi_klage_IAvHAMC1045,Drymophila klagesi,-,Drymophila klagesi,Drymophila klagesi,Drymophila klagesi,Thamnophilidae,,
845,481,Dryphi_malur_LSU25950,Drymophila malura,-,Drymophila malura,Drymophila malura,Drymophila malura,Thamnophilidae,,
846,481,Dryphi_malur_LSU25950,Drymophila malura,-,Drymophila malura,Drymophila malura,Drymophila malura,Thamnophilidae,,
847,479,Dryphi_ochpyg_LSU37221,Drymophila ochropyga,-,Drymophila ochropyga,Drymophila ochropyga,Drymophila ochropyga,Thamnophilidae,,
848,479,Dryphi_ochpyg_LSU37221,Drymophila ochropyga,-,Drymophila ochropyga,Drymophila ochropyga,Drymophila ochropyga,Thamnophilidae,,
849,475,Dryphi_rublis_FMNH432966,Drymophila rubricollis,-,Drymophila rubricollis,Drymophila rubricollis,Drymophila rubricollis,Thamnophilidae,,
850,475,Dryphi_rublis_FMNH432966,Drymophila rubricollis,-,Drymophila rubricollis,Drymophila rubricollis,Drymophila rubricollis,Thamnophilidae,,
851,483,Dryphi_squata_L37222,Drymophila squamata,squamata,Drymophila squamata,Drymophila squamata,Drymophila squamata,Thamnophilidae,,
852,483,Dryphi_squata_L37222,Drymophila squamata,squamata,Drymophila squamata,Drymophila squamata,Drymophila squamata,Thamnophilidae,,
853,494,Dryphi_strcep_H2145,Drymophila striaticeps,sriaticeps,Drymophila striaticeps,Drymophila striaticeps,Drymophila striaticeps,Thamnophilidae,,
854,494,Dryphi_strcep_H2145,Drymophila striaticeps,sriaticeps,Drymophila striaticeps,Drymophila striaticeps,Drymophila striaticeps,Thamnophilidae,,
855,1223,Drymor_bridge_L52010,Drymornis bridgesii,-,Drymornis bridgesii,Drymornis bridgesii,Drymornis bridgesii,Dendrocolaptidae,,
856,1223,Drymor_bridge_L52010,Drymornis bridgesii,-,Drymornis bridgesii,Drymornis bridgesii,Drymornis bridgesii,Dendrocolaptidae,,
857,1221,Dryxer_pucnii_L34815,Drymotoxeres pucheranii,-,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Dendrocolaptidae,,
858,1221,Dryxer_pucnii_L34815,Drymotoxeres pucheranii,-,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Dendrocolaptidae,,
859,1221,Dryxer_pucnii_L34815,Drymotoxeres pucheranii,-,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Drymotoxeres pucheranii,Dendrocolaptidae,,
860,269,Dysith_leuctus_COP07N0158,Dysithamnus leucostictus,tucuyensis,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
861,268,Dysith_leuctus_ICN39204,Dysithamnus leucostictus,leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
862,267,Dysith_leuctus_LSU6111,Dysithamnus leucostictus,leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
863,270,Dysith_leuctus_YPM139344,Dysithamnus leucostictus,sp nov,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
864,269,Dysith_leuctus_COP07N0158,Dysithamnus leucostictus,tucuyensis,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
865,268,Dysith_leuctus_ICN39204,Dysithamnus leucostictus,leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
866,267,Dysith_leuctus_LSU6111,Dysithamnus leucostictus,leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
867,270,Dysith_leuctus_YPM139344,Dysithamnus leucostictus,sp nov,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,,
868,240,Dysith_mental_LSU26463,Dysithamnus mentalis,septentrionalis,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
869,248,Dysith_mental_LSU48490,Dysithamnus mentalis,andrei,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
870,252,Dysith_mental_ANSP19107,Dysithamnus mentalis,napensis,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
871,242,Dysith_mental_IAvHBT4241,Dysithamnus mentalis,extremus,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
872,251,Dysith_mental_IAvHBT4874,Dysithamnus mentalis,semicinereus,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
873,253,Dysith_mental_L33085,Dysithamnus mentalis,tambillanus,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
874,254,Dysith_mental_LSU2003,Dysithamnus mentalis,olivaceus,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
875,255,Dysith_mental_LSU22639,Dysithamnus mentalis,tavarae,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
876,240,Dysith_mental_LSU26463,Dysithamnus mentalis,septentrionalis,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
877,248,Dysith_mental_LSU48490,Dysithamnus mentalis,andrei,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
878,243,Dysith_mental_LSU66338,Dysithamnus mentalis,aequatorialis,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
879,247,Dysith_mental_LSU69289,Dysithamnus mentalis,andrei,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
880,246,Dysith_mental_LSU69439,Dysithamnus mentalis,oberi,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
881,239,Dysith_mental_MZU87834,Dysithamnus mentalis,mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
882,257,Dysith_mental_MZU94637,Dysithamnus mentalis,affinis,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
883,200479,Dysith_mental_MZUSP79194,Dysithamnus mentalis,,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
884,200501,Dysith_mental_MZUSP79195,Dysithamnus mentalis,,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
885,200486,Dysith_mental_MZUSP79196,Dysithamnus mentalis,,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
886,256,Dysith_mental_MZUSP85740,Dysithamnus mentalis,emiliae,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,,
